year,make,model,trim,body,transmission,state,condition,odometer,color,interior,mmr,sellingprice
2013,Chevrolet,Impala,LT Fleet,Sedan,automatic,az,3.9,54625.0,silver,black,10250,11200
2013,Toyota,Camry,SE,sedan,automatic,ca,3.4,27577.0,gray,black,14550,12900
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,automatic,wa,3.8,21509.0,white,gray,19550,19300
2004,Dodge,Ram Pickup 2500,SLT,Quad Cab,automatic,ca,2.1,72881.0,gray,beige,15000,12000
2010,Toyota,Corolla,S,Sedan,manual,md,2.8,57841.0,silver,black,9125,9200
2006,MINI,Cooper,S,Convertible,,pa,2.9,90736.0,red,black,5550,5400
1999,Ford,F-250 Super Duty,XL,Regular Cab,automatic,tx,1.9,173362.0,yellow,black,1300,1400
2014,Dodge,Avenger,SE,sedan,automatic,pa,2.9,30996.0,blue,black,11000,10900
2005,Ford,Expedition,XLT,SUV,automatic,ca,2.8,150841.0,red,gray,3625,3000
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,tx,2.5,47817.0,white,black,16100,16600
2002,Chevrolet,TrailBlazer,LTZ,SUV,automatic,wi,1,145855.0,blue,gray,2325,1200
2013,Toyota,Venza,LE,wagon,automatic,tn,4.8,30880.0,white,black,17150,18300
2002,Buick,Regal,GS,Sedan,automatic,oh,2.4,,gray,brown,2325,650
2014,Jeep,Grand Cherokee,Limited,SUV,automatic,fl,4,12316.0,white,beige,28000,33000
2006,Chevrolet,Cobalt,LS,Sedan,automatic,oh,1.9,125843.0,blue,gray,2300,1500
2007,GMC,Acadia,SLT-2,suv,automatic,tx,2.7,114529.0,brown,gray,9575,7800
2012,BMW,X3,xDrive28i,SUV,automatic,ca,3.3,43101.0,black,black,25500,22500
2014,Toyota,Camry Hybrid,XLE,Sedan,automatic,mo,2.9,56657.0,white,gray,15600,14750
2013,Ram,1500,SLT,crew cab,,mi,4.4,20102.0,red,gray,28600,27900
2012,Kia,Sorento,LX,SUV,automatic,az,4.6,29218.0,green,black,14800,14600
2004,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,ma,1.9,140351.0,burgundy,black,6650,3900
2011,Subaru,Legacy,2.5i Premium,Sedan,automatic,pr,3.8,88560.0,white,gray,9525,11600
2005,Lincoln,Town Car,Signature,Sedan,,in,1,106409.0,white,tan,4425,1150
2005,Volkswagen,Jetta,GL PZEV,Sedan,automatic,ca,2,92777.0,gray,gray,2200,2000
2011,Chrysler,200,LX,Sedan,automatic,tx,1.9,79360.0,blue,black,7125,2400
2006,Toyota,Highlander,Base,suv,automatic,ga,2.4,92151.0,silver,gray,7250,6300
2006,Jaguar,S-Type,3.0,Sedan,automatic,fl,2.9,101992.0,black,beige,3925,4500
2005,Hyundai,Tiburon,GT,Hatchback,manual,wi,,115121.0,blue,black,2725,2800
2008,BMW,X5,4.8i,SUV,automatic,ca,3.7,97581.0,white,black,15050,16750
2013,Ford,Escape,S,SUV,automatic,mi,5,18475.0,black,gray,20000,19100
2014,Toyota,4Runner,SR5,suv,automatic,tx,3.9,32145.0,gray,black,29100,32500
2014,Toyota,Camry,LE,Sedan,automatic,ca,4.9,16943.0,white,gray,15650,16800
2014,Dodge,Avenger,R/T,Sedan,automatic,il,4.4,40766.0,white,black,14550,14550
2010,Mercedes-Benz,M-Class,ML550 4MATIC,SUV,automatic,pr,3.6,39276.0,gray,gray,25200,17000
2014,Dodge,Avenger,SE,sedan,automatic,il,3.6,37607.0,red,—,10550,11000
2013,Dodge,Grand Caravan,SXT,Minivan,automatic,ca,3.6,65771.0,red,black,11850,11900
2003,Lincoln,LS,Base,Sedan,automatic,oh,,190440.0,beige,tan,775,850
2013,Volvo,XC60,T6,SUV,automatic,ca,4.2,10168.0,black,beige,31000,24700
2006,BMW,3 Series,325i,sedan,,nc,1.9,97204.0,blue,beige,7000,5100
2014,Jeep,Grand Cherokee,Limited,SUV,,on,5,32833.0,white,black,37000,37500
2012,Nissan,Rogue,S,suv,automatic,wa,4,37867.0,burgundy,black,16150,15500
2006,Dodge,Caravan,SXT,Minivan,automatic,mo,3.5,73611.0,blue,gray,2675,4000
2014,Acura,RLX,Advance Package,Sedan,automatic,pa,4.1,5741.0,white,beige,33700,35200
2012,Nissan,Versa,1.8 S,Hatchback,automatic,pa,3.7,66824.0,white,black,7175,7900
2003,Nissan,Maxima,SE,Sedan,,fl,,148805.0,gray,—,1750,1600
2007,Dodge,Durango,Limited,SUV,automatic,tx,2.8,112985.0,burgundy,gray,6975,7100
2007,Nissan,Xterra,S,SUV,,fl,2.6,105316.0,red,gray,6625,4900
2014,Jeep,Cherokee,Latitude,SUV,automatic,ga,3.5,36890.0,black,black,19350,18900
1995,,,,,automatic,fl,4,37652.0,green,beige,8125,8800
2013,Chevrolet,Captiva Sport,LTZ Fleet,SUV,automatic,fl,4.2,43791.0,white,gray,14200,13800
2014,Nissan,Altima,2.5 S,Sedan,automatic,fl,3.9,29537.0,gray,black,14250,14200
2011,Chevrolet,Equinox,LT1,suv,automatic,mn,3.6,72231.0,silver,black,12700,13100
2010,Lexus,HS 250h,Premium,Sedan,automatic,fl,4.3,10799.0,gray,gray,20100,21500
2008,BMW,X3,3.0si,SUV,,nj,2.9,116801.0,—,black,8975,7200
2012,Honda,Civic,LX,Sedan,automatic,pa,3.7,36556.0,blue,gray,10950,10900
2014,Subaru,Legacy,2.5i Premium PZEV,Sedan,automatic,fl,5,11831.0,white,beige,18750,18100
2014,Toyota,Camry,SE,Sedan,automatic,ca,1.9,7598.0,black,black,17050,8800
2002,GMC,Yukon,SLE,SUV,automatic,ca,3.6,219902.0,red,gray,1925,2500
2011,Chevrolet,Malibu,LS Fleet,Sedan,automatic,pa,3.6,76765.0,gray,brown,7775,7600
2000,Toyota,Avalon,XLS,Sedan,automatic,ca,2.5,168131.0,blue,beige,2050,3400
2006,Ford,Mustang,Standard,Coupe,manual,nc,2.6,122668.0,blue,gray,5300,5900
2014,Ford,Explorer,Limited,SUV,automatic,tn,3.1,35466.0,—,tan,29800,29700
2009,Chrysler,PT Cruiser,Base,Wagon,automatic,tn,2.6,79279.0,red,—,3425,1700
2012,Dodge,Journey,American Value Package,SUV,automatic,fl,3.9,65562.0,black,black,10400,10600
2012,Honda,Odyssey,EX,Minivan,automatic,pa,4.2,35845.0,silver,gray,18200,13800
2012,Acura,TL,Base,Sedan,automatic,pa,4,25335.0,black,tan,19450,19800
2012,BMW,6 Series,640i,Coupe,automatic,ca,4.7,33447.0,gray,black,37600,38000
2014,Chevrolet,Malibu,LT,Sedan,,pa,3.7,20972.0,white,gray,15050,13600
2007,Jeep,Compass,Sport,SUV,automatic,mi,2.1,119643.0,blue,gray,4125,2850
2013,Chevrolet,Malibu,LT,Sedan,automatic,ca,1,39000.0,blue,black,13100,6800
2014,Mazda,Mazda3,s Grand Touring,Hatchback,automatic,fl,5,4588.0,white,black,23300,23200
2013,Toyota,Corolla,LE,Sedan,automatic,ga,3.4,45435.0,gray,gray,11350,11300
2007,Nissan,Murano,SL,SUV,automatic,la,,176581.0,black,—,4700,3300
2014,Dodge,Charger,SXT,Sedan,automatic,va,4,18638.0,white,black,18850,18800
2009,Nissan,Rogue,SL,SUV,automatic,tx,3.7,155795.0,silver,gray,5850,5800
2013,GMC,Sierra 1500,SLT,Crew Cab,automatic,fl,4.3,20011.0,blue,black,27700,30100
2014,Ford,F-150,XLT,SuperCrew,automatic,tn,4.5,26586.0,white,gray,23800,23100
2014,Ford,F-150,XLT,SuperCab,automatic,ga,4.9,16964.0,white,gray,24700,27000
2013,Toyota,Prius c,One,Hatchback,automatic,ca,4.6,22321.0,red,gray,13900,15250
2014,Ford,Fusion,SE,Sedan,automatic,tx,4.6,16953.0,—,black,16700,17600
2006,Jeep,Grand Cherokee,Laredo,SUV,automatic,fl,,129936.0,gray,—,5100,3100
2013,Hyundai,Tucson,GLS,suv,automatic,fl,3.8,33396.0,blue,beige,15150,15100
2014,Dodge,Grand Caravan,SXT,minivan,automatic,ca,4,16927.0,white,black,17100,16500
2013,Infiniti,M,M37,Sedan,automatic,fl,4.2,24107.0,gray,black,31100,29400
2011,Honda,CR-V,LX,SUV,automatic,ca,2.2,39743.0,gray,gray,13450,12600
2013,Audi,A4,2.0T Premium quattro,sedan,automatic,ca,2.9,44550.0,black,gray,21500,21000
2008,Lincoln,MKX,Base,SUV,,nj,4.2,130130.0,blue,tan,8400,8500
2013,Audi,A4,2.0T Premium Plus,Sedan,automatic,ca,4.1,23568.0,white,black,24600,25750
2014,Kia,Optima,LX,sedan,automatic,oh,3.8,32162.0,burgundy,gray,13500,13800
2013,Hyundai,Sonata,GLS,Sedan,automatic,fl,2.7,52102.0,gray,gray,11650,10900
2006,Volkswagen,GTI,Base,Hatchback,manual,wi,,107268.0,white,gray,5575,2700
2009,Chevrolet,Cobalt,LT,Sedan,automatic,oh,1.9,78179.0,silver,black,5175,6500
2007,BMW,3 Series,335i,sedan,automatic,md,2.4,92998.0,black,tan,9425,7800
2011,Ford,Edge,SEL,SUV,automatic,oh,4.1,40561.0,white,tan,17250,19300
2013,Dodge,Avenger,SE,Sedan,automatic,nc,2.9,38569.0,blue,black,10150,9500
2014,Jaguar,XK,XKR,Coupe,automatic,ga,5,1967.0,black,black,79000,80000
2004,Chevrolet,Malibu,Base,Sedan,automatic,wi,2.8,125893.0,gold,gray,2275,2700
2005,Chevrolet,Express,3500,Van,,va,1.9,150687.0,white,gray,5300,3300
2007,Ford,Edge,SEL Plus,SUV,automatic,oh,2.8,112995.0,gray,black,8900,4000
2009,GMC,Envoy,SLE,SUV,automatic,pa,4,92857.0,black,black,9325,10200
2013,Dodge,Avenger,SXT,Sedan,automatic,ga,2.8,52317.0,red,black,10150,9600
2010,Ford,F-150,FX4,SuperCrew,automatic,mi,3.4,48363.0,red,black,22600,22600
2005,,,,,automatic,md,1.9,143581.0,silver,black,2275,2700
2008,Ford,F-150,XL,supercab,automatic,fl,2.4,211793.0,white,gray,4150,4100
2014,Ford,E-Series Van,E-250,E-Series Van,automatic,mi,4.5,11058.0,white,gray,21900,21700
2014,Kia,Rio,LX,Sedan,automatic,wa,4.9,7331.0,silver,black,12150,12000
2012,Ford,Escape,Limited,SUV,automatic,nj,4.3,45657.0,black,beige,17500,17200
2012,Nissan,Altima,2.5 S,sedan,,pa,4.3,54402.0,white,beige,10450,10200
2010,Chevrolet,Silverado 1500,LS,Extended Cab,automatic,nj,3.7,73641.0,silver,black,13300,15100
2008,Chevrolet,Aveo,Aveo5 Special Value,Hatchback,automatic,pa,1.9,43402.0,blue,black,3350,3000
2013,Chrysler,Town and Country,Touring,minivan,automatic,mo,3.5,69664.0,gray,black,12400,14600
2009,Toyota,Prius,Base,Hatchback,,pa,4,106205.0,gray,black,7275,7600
2010,Ford,F-150,XLT,SuperCab,automatic,ga,2.8,68480.0,white,beige,16550,16500
2014,GMC,Yukon XL,SLT 1500,SUV,automatic,tn,3.9,37616.0,black,black,29400,29900
2004,Ford,Expedition,Eddie Bauer,SUV,automatic,nc,3.5,141080.0,green,tan,4575,4100
2012,Lexus,IS 250,Base,Sedan,automatic,oh,3.6,20263.0,red,black,23000,23000
2013,Ford,Edge,SEL,SUV,,pa,2.9,16333.0,brown,black,22900,21700
2008,Hyundai,Sonata,GLS,Sedan,automatic,ga,3.1,134877.0,blue,gray,3100,3200
2008,Ford,F-250 Super Duty,FX4,Crew Cab,automatic,fl,2.8,108043.0,white,brown,23400,20100
2013,Mazda,Mazda2,Touring,hatchback,automatic,ca,3.4,57156.0,red,black,8150,8000
2013,Infiniti,M,M37x,Sedan,automatic,tn,4.9,8734.0,—,black,34000,37600
2012,Volkswagen,Passat,SE PZEV,Sedan,automatic,nj,1.9,17340.0,—,black,12900,11200
2013,Ford,Fusion Hybrid,SE,Sedan,automatic,oh,4.8,18765.0,gray,black,17350,19500
2014,Ford,Fusion,Titanium,Sedan,automatic,il,3.9,33669.0,silver,black,17000,17800
2007,Chevrolet,Silverado 1500,LT2,Crew Cab,automatic,fl,2.4,123303.0,red,black,14550,15750
2013,Volvo,S60,T5,Sedan,automatic,ga,3.6,19853.0,black,beige,19600,17300
2005,BMW,X5,4.4i,SUV,automatic,md,2.3,138787.0,black,black,6025,3500
2004,Ford,Explorer,Limited,SUV,automatic,wi,2.1,178413.0,black,beige,2225,2450
2014,Nissan,NV Cargo,3500 S,Van,automatic,tx,3.2,35664.0,white,gray,21600,20500
2013,Ford,F-150,XLT,SuperCrew,automatic,tx,3.4,7329.0,—,tan,25100,25500
2012,Nissan,Maxima,3.5 S,Sedan,automatic,nj,3.2,29974.0,silver,black,17200,16400
2005,Ford,F-150,XLT,SuperCab,,ca,1,139436.0,gray,gray,6000,1900
2004,Infiniti,QX56,Base,SUV,automatic,fl,2.1,113695.0,white,gray,8700,8400
2005,Infiniti,G35,Base,Sedan,automatic,fl,,95108.0,blue,tan,6650,6400
2005,Kia,Sedona,EX,Minivan,,fl,2.6,115321.0,green,gray,1775,500
2015,Chevrolet,Silverado 1500,LT,crew cab,automatic,sc,4.3,11802.0,white,black,31300,32600
2012,Chevrolet,Equinox,LS,SUV,automatic,pa,4.2,56409.0,—,black,12700,12200
2008,Audi,Q7,3.6 quattro,suv,automatic,ne,3.6,81069.0,brown,tan,14950,16100
2013,Mercedes-Benz,C-Class,C300 Sport 4MATIC,Sedan,,pa,2.7,20200.0,silver,black,24900,23400
2004,Toyota,4Runner,Limited,suv,automatic,ga,2.1,187300.0,silver,gray,6675,6000
2006,Cadillac,CTS,Base,Sedan,automatic,md,2.5,90716.0,silver,gray,5950,5200
2003,Chevrolet,Malibu,Base,sedan,automatic,md,4.4,94007.0,white,beige,1475,3050
2013,Ford,Taurus,SEL,Sedan,automatic,fl,4.2,4193.0,—,gold,16350,16500
2014,Toyota,Sienna,LE 7-Passenger Mobility Auto Access,Minivan,automatic,fl,4.4,19487.0,gray,gray,23200,22500
2006,Jeep,Grand Cherokee,Laredo,SUV,automatic,ca,2,125459.0,white,gray,5750,5500
2012,Ford,Fusion,SE,Sedan,automatic,pa,4.6,13687.0,blue,black,13250,13900
2005,Hyundai,Santa Fe,GLS,SUV,automatic,fl,,119374.0,red,gray,3300,2900
2014,Nissan,Rogue,S,suv,,pa,4.7,13112.0,gray,black,19600,18000
2011,Chevrolet,Malibu,LT1,Sedan,automatic,wi,3.9,69635.0,blue,gray,8725,8800
2011,Ford,F-150,SVT Raptor,supercrew,automatic,tn,3.5,50940.0,—,black,40500,39300
2012,Nissan,Altima,2.5 S,Sedan,automatic,il,2.9,36997.0,white,black,12250,10800
2013,Volkswagen,Passat,SE PZEV,Sedan,automatic,il,3.5,56545.0,black,black,11900,12100
2014,Kia,Sorento,EX,SUV,automatic,ga,4.9,24384.0,black,beige,21700,22400
2005,Chevrolet,Classic,Fleet,Sedan,automatic,az,1.9,96886.0,silver,gray,2400,2000
2008,Ford,Ranger,SPORT,SuperCab,automatic,il,2.7,57999.0,white,gray,9975,5150
2000,,,,,,md,2.8,127493.0,—,gray,2150,2150
2014,Nissan,Versa,1.6 SV,Sedan,,ca,3.2,37303.0,silver,black,9975,10700
2014,Mazda,CX-9,Grand Touring,SUV,automatic,ca,5,8928.0,blue,black,29800,28500
2010,,,,,automatic,mo,2.3,126595.0,white,gray,9650,9500
2005,Chevrolet,TrailBlazer,LS,SUV,,ga,3,107352.0,gray,gray,3175,3800
2001,Chevrolet,Express Cargo,2500,Van,automatic,in,1.9,195328.0,white,gray,1525,1650
2012,Hyundai,Genesis,3.8,Sedan,automatic,fl,4.2,39948.0,black,black,17100,19400
2008,GMC,Sierra 2500HD,SLE1,Crew Cab,automatic,tx,3.4,98369.0,gray,black,19350,18000
2013,Kia,Optima,LX,sedan,automatic,tx,2.9,48407.0,brown,gray,11400,11400
2011,Honda,Pilot,EX-L,SUV,automatic,nj,4.4,60335.0,gold,beige,18850,18500
2012,Ford,Focus,SE,sedan,automatic,il,4.4,26403.0,gray,black,9975,11300
2012,Kia,Forte,EX,Sedan,automatic,ca,3.2,62908.0,brown,beige,7975,8700
2007,Honda,Accord,Special Edition,Sedan,automatic,tx,2.8,66457.0,silver,gray,7850,8600
2012,Ford,Escape,XLT,SUV,automatic,nj,4.2,27270.0,gray,black,16950,16600
2012,Mercedes-Benz,CLS-Class,CLS550 4MATIC,sedan,,pa,4.7,36703.0,black,black,40900,42600
2007,Chevrolet,Suburban,1500 LS,SUV,automatic,la,,86410.0,white,gray,13150,15200
2008,Land Rover,Range Rover Sport,HSE,suv,automatic,ca,4.3,104870.0,white,beige,16500,17750
2012,Ford,Fusion,SEL,Sedan,automatic,mn,3.7,68857.0,—,gray,9925,10100
2007,Infiniti,FX35,Base,SUV,automatic,fl,3.9,90563.0,silver,black,12700,12900
2005,Chevrolet,Malibu,LS,Sedan,automatic,ca,1.9,129105.0,white,gray,2575,1550
2004,Volkswagen,Touareg,V8,SUV,automatic,nc,2.7,106996.0,silver,brown,5325,3800
2007,Volvo,S60,2.5T,Sedan,automatic,md,2,159570.0,black,—,2500,700
2006,BMW,X5,4.4i,SUV,automatic,nc,2.7,102755.0,blue,gray,8625,9500
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,fl,3.8,32276.0,white,black,16600,17300
2012,Hyundai,Genesis,5.0,Sedan,automatic,pa,4.4,16161.0,silver,black,26600,24700
2013,Ford,Escape,SEL,SUV,automatic,il,4.8,14710.0,green,beige,19100,18600
2003,Jaguar,S-Type,4.2,Sedan,automatic,nc,2.4,154124.0,black,gray,2000,1400
2012,MINI,Cooper,Base,Hatchback,automatic,ca,3.9,23058.0,blue,—,13600,14500
2014,Dodge,Grand Caravan,R/T,Minivan,automatic,ca,4,34159.0,—,black,18700,19000
2008,Lexus,LS 460,Base,Sedan,automatic,mi,5,56776.0,white,tan,22000,23400
2012,Nissan,Maxima,3.5 SV,Sedan,,pa,4.1,45459.0,white,black,16350,17400
2014,Honda,Accord,LX,Sedan,automatic,fl,2,23669.0,silver,gray,16400,10000
2013,Lexus,ES 350,Base,sedan,automatic,fl,4.3,21068.0,black,tan,27600,29300
2012,Toyota,RAV4,Base,suv,automatic,nj,3.4,30280.0,blue,tan,15150,14600
2010,Mercedes-Benz,G-Class,G550,SUV,automatic,tx,4.4,70495.0,silver,black,62000,48000
2014,Subaru,Impreza,2.0i PZEV,Hatchback,automatic,nj,4.9,1546.0,silver,black,16900,12800
2010,Jeep,Wrangler,Unlimited Sahara,SUV,,on,4.4,85401.0,green,gray,21700,17000
2007,Jeep,Wrangler,Unlimited X,SUV,automatic,ca,3.4,62789.0,silver,gray,13350,13700
2013,Ford,Focus,SE,Hatchback,automatic,wa,2.7,33353.0,black,black,11400,11500
2000,Nissan,Maxima,SE,Sedan,automatic,fl,1.9,177296.0,blue,gray,1350,1400
2006,Ford,Explorer,XLS,SUV,automatic,tx,3.5,132108.0,white,beige,4325,4100
2007,Acura,TL,Base,sedan,automatic,ma,2.7,98735.0,gray,black,9825,9800
2013,Kia,Sportage,EX,SUV,automatic,tx,,22990.0,brown,—,18500,21000
2013,Lincoln,MKX,Base,SUV,automatic,tn,4.4,21974.0,,,29300,30100
2002,Ford,Explorer,XLT,SUV,,pa,2.6,129281.0,silver,gray,2250,1200
2011,Ford,Edge,Limited,SUV,automatic,ca,3.3,45968.0,blue,black,21100,19800
2013,Mazda,Mazda5,Sport,Minivan,,pa,3.1,48222.0,silver,black,11650,11300
2005,Dodge,Ram Pickup 2500,ST,Quad Cab,automatic,ca,3.7,87305.0,gold,tan,16350,17700
2013,Volkswagen,Jetta,TDI,Sedan,automatic,fl,4.4,29267.0,gold,black,16150,16500
2012,Chevrolet,Cruze,LS,sedan,automatic,tx,3.1,50760.0,black,black,8625,9900
2009,Ford,F-150,XLT,SuperCrew,automatic,fl,3.7,202880.0,gray,gray,8925,9350
2013,Dodge,Charger,SXT,Sedan,automatic,ca,2.8,40230.0,gray,black,16800,17000
2012,Nissan,Altima,2.5 S,sedan,automatic,ca,3.5,26378.0,gray,gray,12100,12500
2012,Ford,Escape,Limited,SUV,,ca,,21072.0,black,—,17550,13400
2011,Audi,A4,2.0T Premium quattro,Sedan,,pa,4.4,44427.0,red,black,17200,19000
2012,Toyota,Camry,SE,Sedan,automatic,wi,3.7,35155.0,silver,black,17000,17200
2011,Chevrolet,Equinox,LT1,SUV,,pa,3.8,43193.0,white,black,14700,15000
2013,Hyundai,Genesis Coupe,2.0T,Genesis Coupe,,pa,2.5,22143.0,silver,black,15400,13400
2007,Toyota,Camry,SE V6,Sedan,automatic,ca,3.9,127869.0,gray,gray,6875,7400
2007,Ford,Focus,ZX3 S,Hatchback,manual,fl,1.9,111783.0,white,black,2275,1700
2012,Infiniti,G Sedan,G37x,g sedan,automatic,nj,4,37063.0,—,gray,18650,18600
2011,Scion,xD,Base,hatchback,automatic,fl,1.9,79132.0,black,black,8850,5600
2011,Ford,Taurus,Limited,sedan,automatic,fl,4.8,32737.0,gray,gray,14750,15300
2006,Mercedes-Benz,SL-Class,SL500,convertible,,pa,4.2,67696.0,black,black,18600,19250
2012,Dodge,Grand Caravan,SXT,Minivan,automatic,fl,3.7,54704.0,silver,gray,11350,10000
2011,Mazda,Mazda3,i Touring,Sedan,automatic,va,2.8,64134.0,gray,gray,8475,8000
2013,Nissan,Altima,2.5,Sedan,automatic,nv,4.3,49760.0,white,black,11450,11800
2013,Nissan,370Z,Base,Coupe,manual,il,4.4,11955.0,white,black,24000,24800
2012,Mercedes-Benz,E-Class,E350 Luxury,Sedan,automatic,ca,3.9,38474.0,—,black,25900,25500
2009,Chevrolet,Equinox,LT,suv,automatic,fl,3.3,124820.0,white,gray,5375,5500
2013,Dodge,Grand Caravan,SE,Minivan,automatic,fl,4,19158.0,gold,beige,14700,14600
2011,Toyota,Corolla,LE,sedan,automatic,pa,3.5,38972.0,gold,gray,9675,9300
2009,Ford,Fusion,SE,Sedan,automatic,tx,3.7,117480.0,white,gray,4475,5900
1998,Toyota,Corolla,LE,Sedan,automatic,va,2,151225.0,brown,gray,1100,1600
2002,Mercedes-Benz,CLK-Class,CLK320,Convertible,automatic,mo,3.7,95258.0,silver,gray,4350,5900
2008,Saturn,VUE,XE,SUV,automatic,ma,3.6,90838.0,blue,gray,6050,6100
2011,Volkswagen,Routan,SE,Minivan,automatic,pa,4.3,28658.0,white,brown,13250,16250
2005,,,,,automatic,tx,3.8,124050.0,blue,black,2550,3300
2013,GMC,Terrain,SLE-2,SUV,automatic,mi,4.9,36265.0,black,black,16900,16500
2010,Mercedes-Benz,S-Class,S550,Sedan,automatic,ca,3.4,81926.0,black,black,31200,31000
2014,GMC,Terrain,SLT-2,suv,automatic,nv,4.4,28679.0,blue,black,24900,23500
2013,Chevrolet,Sonic,LT,Hatchback,automatic,co,3.3,32134.0,red,black,9675,9900
2003,Ford,Taurus,SES,Sedan,automatic,nv,1,125488.0,burgundy,beige,1625,400
2013,Mitsubishi,Outlander Sport,LE,SUV,manual,pa,3.8,37493.0,white,beige,15400,15100
2012,Nissan,Altima,2.5 S,Sedan,,pa,3.9,50076.0,black,black,11050,10300
2004,Dodge,Ram Pickup 1500,ST,Regular Cab,manual,tx,1.3,135872.0,silver,black,4275,1600
2009,Mercedes-Benz,SL-Class,SL550,Convertible,automatic,fl,5,44940.0,black,black,36900,38100
2013,Ford,Edge,SEL,SUV,automatic,ca,4.1,14843.0,black,black,22400,22800
2013,GMC,Yukon XL,SLT 1500,SUV,automatic,co,4.4,53946.0,white,black,27400,27700
2011,Ford,Fiesta,SES,Hatchback,automatic,mo,3.6,36249.0,green,black,9300,9000
2013,Ford,Escape,Titanium,SUV,automatic,mo,2.4,53123.0,black,black,16750,14000
2015,Kia,Sorento,LX,SUV,automatic,ca,5,16639.0,white,black,20500,21500
2013,Ford,Edge,SEL,SUV,automatic,md,2.9,34048.0,brown,gray,23000,19800
2015,Mercedes-Benz,M-Class,ML350,suv,automatic,fl,5,710.0,white,tan,48700,49000
2013,Hyundai,Elantra,GLS,sedan,automatic,ca,3.2,19276.0,silver,gray,11500,11800
2014,Honda,Accord,LX-S,coupe,automatic,wi,3.5,29075.0,red,black,15950,15400
2010,Nissan,Rogue,S,SUV,,nj,2.9,39161.0,silver,gray,11350,10400
2007,Saturn,Aura,XR,sedan,automatic,va,4.4,83634.0,beige,tan,5500,6100
2014,Ford,Fusion,SE,Sedan,,mo,4.9,34224.0,silver,black,14600,14300
2012,GMC,Acadia,SLT-1,SUV,automatic,tn,4,31710.0,silver,black,25200,27000
2013,Chevrolet,Impala,LT Fleet,Sedan,automatic,fl,1.9,33730.0,gray,black,11250,8800
2012,Hyundai,Sonata,GLS,Sedan,automatic,md,3.6,41134.0,blue,gray,11300,10500
2013,Ford,Taurus,SEL,Sedan,automatic,ca,3.6,51375.0,silver,tan,14250,14400
2010,Chevrolet,Camaro,1LT,Coupe,automatic,nj,3.5,83186.0,orange,black,12500,14500
1998,Pontiac,Firebird,Base,hatchback,automatic,md,3.7,130806.0,white,gray,1875,1050
2008,Honda,Accord,EX,Sedan,automatic,ny,2.9,83304.0,green,black,8450,7700
2008,GMC,Acadia,SLT-1,SUV,automatic,mo,3.9,102406.0,red,silver,11200,11300
2013,Lexus,IS 250,Base,sedan,automatic,fl,3.7,23168.0,white,beige,22500,22800
2014,Chevrolet,Cruze,2LT,Sedan,automatic,az,3.7,33312.0,gray,beige,12950,13000
2011,Honda,Accord,LX,Sedan,automatic,ga,2,102199.0,blue,gray,9000,8300
2011,Nissan,Maxima,3.5 SV,sedan,automatic,fl,4.8,41403.0,blue,black,15850,15800
2013,Mercedes-Benz,C-Class,C250 Sport,sedan,automatic,fl,4.8,12241.0,white,black,23300,24600
2007,Chevrolet,Impala,LS,Sedan,automatic,mi,3.8,136460.0,red,gray,3350,3600
2011,Infiniti,FX,FX35,SUV,automatic,ca,2.7,31057.0,white,beige,28300,26000
2010,Ford,F-150,XLT,SuperCrew,automatic,fl,2.8,38860.0,gray,gray,20000,18800
2012,Ford,Escape,XLT,SUV,automatic,ny,4.2,31442.0,white,tan,20700,20700
2013,Land Rover,Range Rover Sport,Supercharged Limited Edition,suv,,pa,4.4,37048.0,white,tan,50000,53000
2014,Dodge,Challenger,R/T,coupe,automatic,ga,2.6,21349.0,red,black,25900,24900
2014,Ram,1500,Tradesman,Regular Cab,automatic,tx,4.1,12537.0,gray,gray,19700,20400
2013,Lexus,RX 350,Base,SUV,automatic,fl,3.9,15925.0,silver,brown,33100,32200
2012,Toyota,Corolla,LE,Sedan,automatic,fl,4.1,22729.0,blue,gray,11600,15800
2005,Hyundai,Santa Fe,GLS,SUV,automatic,ny,1.9,141997.0,silver,gray,2550,2000
2014,Ford,E-Series Van,E-250,E-Series Van,,pa,4.8,9751.0,white,gray,22200,21900
2012,Jeep,Liberty,Sport,SUV,automatic,fl,4.1,65667.0,white,black,13100,13500
2012,Nissan,Versa,1.8 S,hatchback,automatic,tn,3.7,79601.0,white,black,6500,7100
2009,Chevrolet,Silverado 1500,LTZ,Crew Cab,automatic,tx,2.9,107222.0,white,black,17700,19000
2014,Infiniti,Q50,Premium,Sedan,automatic,tn,4.5,13560.0,white,black,30400,30000
2012,Subaru,Legacy,2.5i Premium PZEV,Sedan,automatic,fl,3.4,37181.0,white,beige,15200,15200
2015,Buick,LaCrosse,Leather Group,Sedan,,pa,3.7,16548.0,silver,black,24500,25300
2010,Acura,RDX,SH-AWD,SUV,,pa,4.2,81562.0,gray,black,14700,14400
2011,Nissan,Sentra,2.0 S,Sedan,automatic,wi,2.9,63362.0,black,gray,7125,7900
2015,Ford,Transit Wagon,350 XL Low Roof,Van,automatic,mi,3.3,11993.0,white,gray,29000,28900
2011,Hyundai,Elantra,GLS,Sedan,automatic,tx,2.4,132963.0,black,gray,5575,4300
